AcademicYear,Stu_deID,School_deID,GradeLevel,DOB,TestAge,StudentGender,StudentEthnicity,Special_Education,Homeless,SocioEconomically,TestDayName,TestDate,OverallScore,OverallLevel,ExpectedAttendanceDays,DaysAttended,AttendedPct,EnrolledPct,GradeEnrolledPct,GradeAttendedPct,TeacherGender,TeacherTotalYearsOfService,TeacherEthnicity
2021-2022,3550,0,5,2011-01-11,11.271963147771686,F,Hispanic,N,Y,Y,Wednesday,2022-04-20,1414,1,170.0,151.0,0.888235294117647,0.9444444444444444,5.944444444444445,5.8882352941176475,F,8,White
2021-2022,3551,7,2,2014-03-11,8.131583810755867,M,Hispanic,N,N,Y,Thursday,2022-04-28,1428,2,170.0,151.0,0.888235294117647,0.9444444444444444,2.9444444444444446,2.888235294117647,F,26,Hispanic
2021-2022,4540,6,0,2016-05-27,5.938520298158073,F,Hispanic,N,N,Y,Thursday,2022-05-05,1472,3,170.0,156.0,0.9176470588235294,0.9444444444444444,0.9444444444444444,0.9176470588235294,F,14,Hispanic
2021-2022,2955,8,3,2013-06-05,8.837963818558903,F,Hispanic,N,Y,Y,Thursday,2022-04-07,1492,3,170.0,137.0,0.8058823529411765,0.9444444444444444,3.9444444444444446,3.8058823529411763,F,19,White
2021-2022,301,2,6,2009-11-26,12.282250833350446,M,Hispanic,N,N,Y,Wednesday,2022-03-09,1524,3,170.0,170.0,1.0,0.9444444444444444,6.944444444444445,6.999999,F,12,Hispanic
2021-2022,2957,3,3,2013-05-12,8.942004284824465,F,Hispanic,N,N,Y,Thursday,2022-04-21,1549,4,170.0,126.0,0.7411764705882353,0.9444444444444444,3.9444444444444446,3.7411764705882353,F,27,Hispanic
2021-2022,2959,2,3,2013-01-24,9.133657775313662,F,Hispanic,N,N,Y,Monday,2022-03-14,1407,1,170.0,128.0,0.7529411764705882,0.9444444444444444,3.9444444444444446,3.7529411764705882,F,36,White
2021-2022,305,2,5,2011-06-10,10.759974537464835,M,Hispanic,N,N,Y,Monday,2022-03-14,1563,4,170.0,159.0,0.9352941176470588,0.9444444444444444,5.944444444444445,5.935294117647059,F,10,Filipino
2021-2022,2960,0,3,2013-08-03,8.709282189230443,M,Hispanic,N,N,Y,Tuesday,2022-04-19,1549,4,170.0,139.0,0.8176470588235294,0.9444444444444444,3.9444444444444446,3.817647058823529,F,15,Hispanic
2021-2022,3553,1,2,2013-10-15,8.60250381595789,F,Hispanic,N,N,N,Monday,2022-05-23,1506,3,170.0,128.0,0.7529411764705882,0.9444444444444444,2.9444444444444446,2.7529411764705882,F,22,Hispanic
2021-2022,3554,3,2,2014-07-05,7.849579389036052,M,Hispanic,N,Y,Y,Wednesday,2022-05-11,1402,1,170.0,167.0,0.9823529411764705,0.9444444444444444,2.9444444444444446,2.9823529411764707,F,22,Hispanic
2021-2022,4541,5,1,2014-09-28,7.64971217752589,M,Hispanic,N,Y,Y,Monday,2022-05-23,1411,2,170.0,154.0,0.9058823529411765,0.9444444444444444,1.9444444444444444,1.9058823529411764,F,3,White
2021-2022,3555,1,2,2013-09-26,8.64083451405573,M,Hispanic,N,N,Y,Wednesday,2022-05-18,1475,3,170.0,169.0,0.9941176470588236,0.9444444444444444,2.9444444444444446,2.9941176470588236,F,17,Hispanic
2021-2022,3556,0,1,2014-09-21,7.64971217752589,M,Multiple,N,N,N,Monday,2022-05-16,1509,4,170.0,133.0,0.7823529411764706,0.9444444444444444,1.9444444444444444,1.7823529411764705,F,9,White
2021-2022,4053,8,1,2015-03-10,7.195219614365798,F,Hispanic,N,N,Y,Friday,2022-05-20,1435,2,170.0,147.0,0.8647058823529412,0.9444444444444444,1.9444444444444444,1.8647058823529412,F,15,Hispanic
2021-2022,3559,9,2,2014-07-24,7.75922845780543,F,Hispanic,N,N,Y,Wednesday,2022-04-27,1459,2,170.0,147.0,0.8647058823529412,0.9444444444444444,2.9444444444444446,2.864705882352941,F,30,Hispanic
2021-2022,346,2,6,2009-12-13,12.235706414231641,F,Asian,N,N,Y,Wednesday,2022-03-09,1555,3,170.0,165.0,0.9705882352941176,0.9444444444444444,6.944444444444445,6.970588235294118,F,22,White
2021-2022,3565,4,2,2014-07-04,7.88791008713389,F,Hispanic,N,N,N,Tuesday,2022-05-24,1429,2,170.0,128.0,0.7529411764705882,0.9444444444444444,2.9444444444444446,2.7529411764705882,F,23,White
2021-2022,2972,4,2,2013-09-29,8.649048235076696,M,Hispanic,N,N,Y,Tuesday,2022-05-24,1501,3,170.0,156.0,0.9176470588235294,0.9444444444444444,2.9444444444444446,2.9176470588235293,F,23,White
2021-2022,4542,8,3,2013-02-25,9.161036845383547,F,Hispanic,N,N,Y,Monday,2022-04-25,1413,1,170.0,115.0,0.6764705882352942,0.9444444444444444,3.9444444444444446,3.6764705882352944,F,22,White
2021-2022,4058,9,1,2015-08-16,6.768106121275591,F,Hispanic,N,N,Y,Monday,2022-05-23,1477,3,169.0,160.0,0.9467455621301775,0.9388888888888889,1.9388888888888889,1.9467455621301775,F,27,Hispanic
2021-2022,2889,3,6,2010-09-01,11.638842686708147,F,Hispanic,Y,N,N,Friday,2022-04-22,1452,1,170.0,149.0,0.8764705882352941,0.9444444444444444,6.944444444444445,6.876470588235295,F,30,White
2021-2022,350,1,6,2010-08-21,11.532064313435594,M,Hispanic,Y,N,Y,Thursday,2022-03-03,1546,3,170.0,166.0,0.9764705882352941,0.9444444444444444,6.944444444444445,6.976470588235294,F,19,Hispanic
2021-2022,351,4,4,2012-08-07,9.714094060795226,M,Hispanic,N,N,N,Monday,2022-04-25,1524,3,170.0,158.0,0.9294117647058824,0.9444444444444444,4.944444444444445,4.929411764705883,F,3,Hispanic
2021-2022,4543,2,0,2016-08-05,5.785197505766717,F,Hispanic,N,N,Y,Thursday,2022-05-19,1339,1,170.0,149.0,0.8764705882352941,0.9444444444444444,0.9444444444444444,0.8764705882352941,F,5,Hispanic
2021-2022,3567,1,1,2014-11-30,7.447107059008741,F,Hispanic,N,N,Y,Thursday,2022-05-12,1483,3,170.0,167.0,0.9823529411764705,0.9444444444444444,1.9444444444444444,1.9823529411764707,F,8,Hispanic
2021-2022,2975,4,3,2013-02-28,8.99128661095026,F,Hispanic,N,N,Y,Friday,2022-02-25,1497,3,170.0,132.0,0.7764705882352941,0.9444444444444444,3.9444444444444446,3.776470588235294,F,26,Hispanic
2021-2022,4061,9,1,2015-07-13,6.8611949595132,F,Filipino,Y,Y,Y,Monday,2022-05-23,1507,4,170.0,147.0,0.8647058823529412,0.9444444444444444,1.9444444444444444,1.8647058823529412,F,15,Hispanic
2021-2022,2977,6,2,2013-10-20,8.56964893187403,F,Hispanic,N,N,Y,Monday,2022-05-16,1537,4,170.0,150.0,0.8823529411764706,0.9444444444444444,2.9444444444444446,2.8823529411764706,F,6,Hispanic
2021-2022,2978,3,5,2010-12-11,11.258273612736744,F,Hispanic,N,N,N,Tuesday,2022-03-15,1468,2,170.0,163.0,0.9588235294117647,0.9444444444444444,5.944444444444445,5.958823529411765,F,8,White
2021-2022,3568,4,2,2014-01-29,8.317761487231087,M,Hispanic,N,N,Y,Wednesday,2022-05-25,1535,4,170.0,129.0,0.7588235294117647,0.9444444444444444,2.9444444444444446,2.7588235294117647,F,23,White
2021-2022,317,5,4,2012-08-30,9.52244057030603,F,Hispanic,N,N,Y,Wednesday,2022-03-09,1489,2,170.0,158.0,0.9294117647058824,0.9444444444444444,4.944444444444445,4.929411764705883,F,26,White
2021-2022,2963,8,4,2012-05-29,9.987884761494076,F,Hispanic,N,N,Y,Wednesday,2022-05-25,1440,1,170.0,170.0,1.0,0.9444444444444444,4.944444444444445,4.999999,F,5,White
2021-2022,3561,9,2,2014-05-12,8.030281251497293,F,Hispanic,N,N,Y,Monday,2022-05-23,1479,3,170.0,160.0,0.9411764705882353,0.9444444444444444,2.9444444444444446,2.9411764705882355,F,26,White
2021-2022,4054,1,1,2014-12-31,7.354018220771131,M,Hispanic,N,N,N,Monday,2022-05-09,1429,2,170.0,142.0,0.8352941176470589,0.9444444444444444,1.9444444444444444,1.835294117647059,F,10,Hispanic
2021-2022,323,2,5,2010-09-25,11.452665010232927,F,Hispanic,Y,N,Y,Wednesday,2022-03-09,1483,2,170.0,158.0,0.9294117647058824,0.9444444444444444,5.944444444444445,5.929411764705883,F,10,Filipino
2021-2022,2964,2,2,2014-02-13,8.276692882126259,F,Hispanic,N,N,Y,Wednesday,2022-05-25,1547,4,170.0,154.0,0.9058823529411765,0.9444444444444444,2.9444444444444446,2.9058823529411764,F,11,White
2021-2022,2965,9,3,2013-04-02,8.914625214754581,M,Hispanic,N,N,Y,Wednesday,2022-03-02,1463,2,170.0,150.0,0.8823529411764706,0.9444444444444444,3.9444444444444446,3.8823529411764706,F,25,White
2021-2022,326,6,4,2011-11-25,10.264413369199914,F,Multiple,N,N,Y,Tuesday,2022-03-01,1569,4,170.0,159.0,0.9352941176470588,0.9444444444444444,4.944444444444445,4.935294117647059,F,11,Hispanic
2021-2022,4544,5,1,2015-07-07,6.8611949595132,F,Hispanic,N,N,Y,Tuesday,2022-05-17,1416,2,170.0,161.0,0.9470588235294117,0.9444444444444444,1.9444444444444444,1.9470588235294117,F,21,Hispanic
2021-2022,2967,9,3,2013-05-04,8.827012190530949,M,Filipino,N,N,N,Wednesday,2022-03-02,1592,4,170.0,170.0,1.0,0.9444444444444444,3.9444444444444446,3.999999,F,25,White
2021-2022,331,8,3,2012-10-18,9.374593591928651,M,Hispanic,Y,N,N,Friday,2022-03-04,1467,2,170.0,149.0,0.8764705882352941,0.9444444444444444,3.9444444444444446,3.876470588235294,F,22,White
2021-2022,332,7,5,2011-07-05,10.779139886513754,F,Hispanic,N,N,Y,Friday,2022-04-15,1541,3,170.0,122.0,0.7176470588235294,0.9444444444444444,5.944444444444445,5.7176470588235295,F,4,White
2021-2022,2968,2,2,2013-09-21,8.65999986310465,F,Hispanic,N,N,Y,Friday,2022-05-20,1512,3,170.0,145.0,0.8529411764705882,0.9444444444444444,2.9444444444444446,2.8529411764705883,F,19,White
2021-2022,4056,3,1,2015-03-18,7.151413102253982,M,Hispanic,N,N,N,Thursday,2022-05-12,1412,2,170.0,149.0,0.8764705882352941,0.9444444444444444,1.9444444444444444,1.8764705882352941,F,16,White
2021-2022,333,5,4,2011-12-09,10.247985927157984,M,Hispanic,N,N,Y,Wednesday,2022-03-09,1555,4,170.0,152.0,0.8941176470588236,0.9444444444444444,4.944444444444445,4.894117647058824,F,26,White
2021-2022,335,9,6,2009-09-18,12.605323860175089,M,Hispanic,Y,Y,Y,Wednesday,2022-04-27,1493,2,170.0,83.0,0.48823529411764705,0.9444444444444444,6.944444444444445,6.488235294117647,F,4,White
2021-2022,2969,8,3,2013-05-14,8.80510893447504,M,Filipino,N,N,N,Friday,2022-03-04,1510,3,170.0,159.0,0.9352941176470588,0.9444444444444444,3.9444444444444446,3.935294117647059,F,17,Hispanic
2021-2022,337,5,4,2012-01-24,10.198703601032191,F,Hispanic,N,N,N,Wednesday,2022-04-06,1531,3,170.0,122.0,0.7176470588235294,0.9444444444444444,4.944444444444445,4.7176470588235295,F,26,White
2021-2022,3563,6,2,2014-08-22,7.7400631087565115,F,Hispanic,N,N,Y,Thursday,2022-05-19,1587,4,170.0,167.0,0.9823529411764705,0.9444444444444444,2.9444444444444446,2.9823529411764707,F,4,Hispanic
2021-2022,3564,0,6,2010-09-21,11.584084546568375,M,Hispanic,N,N,Y,Friday,2022-04-22,1515,2,170.0,149.0,0.8764705882352941,0.9444444444444444,6.944444444444445,6.876470588235295,M,22,White
2021-2022,3569,5,6,2009-12-15,12.323319438455274,M,Hispanic,N,Y,Y,Tuesday,2022-04-12,1530,3,170.0,148.0,0.8705882352941177,0.9444444444444444,6.944444444444445,6.870588235294118,M,19,Hispanic
2021-2022,2980,2,5,2011-06-24,10.710692211339042,M,Hispanic,N,N,Y,Thursday,2022-03-10,1483,2,170.0,165.0,0.9705882352941176,0.9444444444444444,5.944444444444445,5.970588235294118,F,19,Filipino
2021-2022,376,1,5,2011-05-12,10.91603523686318,M,Hispanic,N,N,N,Monday,2022-04-11,1525,3,170.0,166.0,0.9764705882352941,0.9444444444444444,5.944444444444445,5.976470588235294,F,21,Asian
2021-2022,3570,7,2,2013-12-18,8.380733348391821,M,Hispanic,N,N,N,Friday,2022-05-06,1469,2,170.0,135.0,0.7941176470588235,0.9444444444444444,2.9444444444444446,2.7941176470588234,F,26,Hispanic
2021-2022,383,6,6,2009-10-21,12.375339671588055,M,Hispanic,N,Y,Y,Monday,2022-03-07,1515,2,170.0,133.0,0.7823529411764706,0.9444444444444444,6.944444444444445,6.7823529411764705,M,19,Hispanic
2021-2022,2983,1,3,2013-07-08,8.651786142083685,M,Hispanic,N,N,N,Thursday,2022-03-03,1484,2,170.0,139.0,0.8176470588235294,0.9444444444444444,3.9444444444444446,3.817647058823529,F,17,Hispanic
2021-2022,392,1,4,2012-05-15,9.955029877410214,M,Hispanic,Y,N,N,Friday,2022-04-29,1438,1,170.0,123.0,0.7235294117647059,0.9444444444444444,4.944444444444445,4.723529411764706,F,4,Hispanic
2021-2022,4063,4,1,2015-05-01,7.061062171023361,M,Hispanic,N,N,Y,Monday,2022-05-23,1414,2,170.0,161.0,0.9470588235294117,0.9444444444444444,1.9444444444444444,1.9470588235294117,F,20,Hispanic
2021-2022,394,8,5,2011-08-10,10.56558313996865,F,Hispanic,N,N,N,Friday,2022-03-04,1543,3,170.0,167.0,0.9823529411764705,0.9444444444444444,5.944444444444445,5.982352941176471,F,8,White
2021-2022,395,9,4,2011-10-25,10.357502207437525,F,Hispanic,N,N,Y,Friday,2022-03-04,1527,3,170.0,168.0,0.9882352941176471,0.9444444444444444,4.944444444444445,4.988235294117647,M,22,Hispanic
2021-2022,4064,6,0,2015-09-20,6.625734956912188,F,Hispanic,N,N,N,Friday,2022-05-06,1455,3,170.0,160.0,0.9411764705882353,0.9444444444444444,0.9444444444444444,0.9411764705882353,F,22,Hispanic
2021-2022,2986,4,3,2012-09-05,9.640170571606536,F,Hispanic,N,Y,Y,Wednesday,2022-04-27,1430,1,170.0,126.0,0.7411764705882353,0.9444444444444444,3.9444444444444446,3.7411764705882353,F,21,Asian
2021-2022,402,7,6,2009-10-29,12.452001067783733,M,Hispanic,N,N,N,Tuesday,2022-04-12,1481,2,170.0,168.0,0.9882352941176471,0.9444444444444444,6.944444444444445,6.988235294117647,M,22,Hispanic
2021-2022,3571,0,2,2014-03-21,8.153487066811776,F,Hispanic,N,N,Y,Monday,2022-05-16,1443,2,170.0,153.0,0.9,0.9444444444444444,2.9444444444444446,2.9,F,8,Hispanic
2021-2022,3573,0,2,2014-02-23,8.227410556000466,M,Filipino,N,N,Y,Tuesday,2022-05-17,1464,2,170.0,157.0,0.9235294117647059,0.9444444444444444,2.9444444444444446,2.923529411764706,F,26,White
2021-2022,408,1,6,2010-02-05,12.085121528847273,M,Hispanic,Y,N,Y,Tuesday,2022-03-08,1533,3,170.0,154.0,0.9058823529411765,0.9444444444444444,6.944444444444445,6.905882352941177,F,9,Asian
2021-2022,410,3,4,2012-02-02,10.113828483815547,F,Hispanic,Y,N,Y,Tuesday,2022-03-15,1471,2,170.0,150.0,0.8823529411764706,0.9444444444444444,4.944444444444445,4.882352941176471,F,8,White
2021-2022,3574,4,2,2014-01-03,8.386209162405798,F,Hispanic,N,N,Y,Tuesday,2022-05-24,1472,3,170.0,158.0,0.9294117647058824,0.9444444444444444,2.9444444444444446,2.9294117647058826,F,23,Hispanic
2021-2022,2987,2,3,2013-08-29,8.545007768811132,F,Filipino,N,Y,Y,Wednesday,2022-03-16,1492,3,170.0,155.0,0.9117647058823529,0.9444444444444444,3.9444444444444446,3.911764705882353,F,6,White
2021-2022,4066,4,1,2015-01-13,7.378659383834028,F,Hispanic,N,Y,Y,Tuesday,2022-05-31,1431,2,170.0,157.0,0.9235294117647059,0.9444444444444444,1.9444444444444444,1.923529411764706,F,10,Hispanic
2021-2022,4374,6,0,2015-10-03,6.590142165821338,F,Hispanic,N,N,Y,Friday,2022-05-06,1461,3,170.0,167.0,0.9823529411764705,0.9444444444444444,0.9444444444444444,0.9823529411764705,F,22,Hispanic
2021-2022,413,7,4,2012-04-23,9.993360575508053,M,Hispanic,N,N,Y,Thursday,2022-04-21,1499,3,170.0,169.0,0.9941176470588236,0.9444444444444444,4.944444444444445,4.9941176470588236,F,26,Hispanic
2021-2022,4067,4,1,2015-05-01,7.06380007803035,M,Hispanic,N,N,Y,Tuesday,2022-05-24,1582,4,170.0,160.0,0.9411764705882353,0.9444444444444444,1.9444444444444444,1.9411764705882353,F,22,White
2021-2022,4068,0,5,2011-12-17,10.341074765395593,M,Hispanic,N,N,Y,Wednesday,2022-04-20,1493,2,170.0,134.0,0.788235294117647,0.9444444444444444,5.944444444444445,5.788235294117647,F,8,White
2021-2022,2990,3,3,2013-07-30,8.627144979020787,F,Hispanic,N,N,Y,Wednesday,2022-03-16,1499,3,170.0,164.0,0.9647058823529412,0.9444444444444444,3.9444444444444446,3.9647058823529413,F,36,Hispanic
2021-2022,3577,5,1,2014-11-12,7.531982176225385,F,Hispanic,N,N,Y,Wednesday,2022-05-25,1459,3,170.0,166.0,0.9764705882352941,0.9444444444444444,1.9444444444444444,1.9764705882352942,F,3,White
2021-2022,433,0,6,2009-11-17,12.427359904720836,M,Hispanic,N,N,Y,Friday,2022-04-22,1478,2,170.0,133.0,0.7823529411764706,0.9444444444444444,6.944444444444445,6.7823529411764705,F,10,White
2021-2022,2992,2,3,2013-06-03,8.7667782363772,F,Hispanic,N,N,N,Thursday,2022-03-10,1531,3,170.0,153.0,0.9,0.9444444444444444,3.9444444444444446,3.9,F,6,White
2021-2022,2993,1,3,2013-06-17,8.709282189230443,F,Hispanic,N,N,N,Thursday,2022-03-03,1539,4,170.0,162.0,0.9529411764705882,0.9444444444444444,3.9444444444444446,3.9529411764705884,F,18,White
2021-2022,435,2,4,2012-02-07,10.17953825198327,M,Hispanic,N,N,Y,Wednesday,2022-04-13,1496,2,170.0,130.0,0.7647058823529411,0.9444444444444444,4.944444444444445,4.764705882352941,M,25,White
2021-2022,2994,2,3,2013-03-16,8.983072889929293,M,Hispanic,N,N,Y,Thursday,2022-03-10,1487,2,170.0,168.0,0.9882352941176471,0.9444444444444444,3.9444444444444446,3.988235294117647,F,36,White
2021-2022,437,0,5,2011-08-29,10.642244536164329,M,Hispanic,Y,N,Y,Wednesday,2022-04-20,1497,2,170.0,151.0,0.888235294117647,0.9444444444444444,5.944444444444445,5.8882352941176475,F,8,White
2021-2022,4545,6,0,2016-08-17,5.716749830592004,F,Hispanic,N,N,Y,Friday,2022-05-06,1425,3,170.0,158.0,0.9294117647058824,0.9444444444444444,0.9444444444444444,0.9294117647058824,F,22,Hispanic
2021-2022,2997,5,3,2013-08-09,8.654524049090673,F,Hispanic,N,N,N,Tuesday,2022-04-05,1539,4,170.0,163.0,0.9588235294117647,0.9444444444444444,3.9444444444444446,3.958823529411765,F,10,White
2021-2022,443,0,4,2012-08-10,9.692190804739317,F,Hispanic,Y,N,Y,Wednesday,2022-04-20,1515,3,170.0,145.0,0.8529411764705882,0.9444444444444444,4.944444444444445,4.852941176470588,F,26,Hispanic
2021-2022,444,0,5,2011-05-17,10.926986864891134,F,Hispanic,N,N,Y,Wednesday,2022-04-20,1579,4,170.0,168.0,0.9882352941176471,0.9444444444444444,5.944444444444445,5.988235294117647,M,30,Hispanic
2021-2022,2998,2,3,2013-03-21,8.969383354894351,F,Hispanic,N,N,Y,Thursday,2022-03-10,1471,2,170.0,165.0,0.9705882352941176,0.9444444444444444,3.9444444444444446,3.9705882352941178,F,36,White
2021-2022,446,6,5,2010-12-30,11.288390589813616,M,Hispanic,Y,N,N,Thursday,2022-04-14,1572,4,170.0,157.0,0.9235294117647059,0.9444444444444444,5.944444444444445,5.923529411764706,F,14,Filipino
2021-2022,3000,6,3,2013-04-23,9.089851263201846,M,Hispanic,Y,N,Y,Thursday,2022-05-26,1469,2,170.0,160.0,0.9411764705882353,0.9444444444444444,3.9444444444444446,3.9411764705882355,F,4,Hispanic
2021-2022,3579,6,2,2014-08-10,7.764704271819408,M,Hispanic,N,N,N,Monday,2022-05-16,1476,3,170.0,163.0,0.9588235294117647,0.9444444444444444,2.9444444444444446,2.958823529411765,F,6,Hispanic
2021-2022,457,8,3,2012-10-08,9.401972661998535,F,Hispanic,N,N,N,Friday,2022-03-04,1488,3,170.0,158.0,0.9294117647058824,0.9444444444444444,3.9444444444444446,3.9294117647058826,F,19,White
2021-2022,3580,3,1,2014-09-27,7.622333107456005,F,Hispanic,N,N,Y,Thursday,2022-05-12,1439,2,170.0,163.0,0.9588235294117647,0.9444444444444444,1.9444444444444444,1.9588235294117649,F,16,White
2021-2022,4075,2,1,2015-08-27,6.740727051205706,F,Hispanic,N,N,Y,Tuesday,2022-05-24,1343,1,170.0,166.0,0.9764705882352941,0.9444444444444444,1.9444444444444444,1.9764705882352942,F,12,Hispanic
2021-2022,460,4,4,2012-03-05,9.987884761494076,F,Hispanic,N,N,N,Tuesday,2022-03-01,1508,3,170.0,143.0,0.8411764705882353,0.9444444444444444,4.944444444444445,4.841176470588235,F,13,Hispanic
2021-2022,465,4,5,2010-09-18,11.438975475197985,M,Hispanic,N,N,Y,Friday,2022-02-25,1558,3,170.0,152.0,0.8941176470588236,0.9444444444444444,5.944444444444445,5.894117647058824,F,7,Filipino
2021-2022,4076,5,1,2015-03-21,7.137723567219039,F,Hispanic,N,N,Y,Tuesday,2022-05-10,1501,3,170.0,162.0,0.9529411764705882,0.9444444444444444,1.9444444444444444,1.9529411764705882,F,34,White
2021-2022,3582,7,2,2014-08-22,7.685304968616741,F,Hispanic,N,N,Y,Friday,2022-04-29,1515,3,170.0,145.0,0.8529411764705882,0.9444444444444444,2.9444444444444446,2.8529411764705883,F,26,Hispanic
2021-2022,471,7,4,2011-12-08,10.36571592845849,M,Hispanic,N,N,Y,Wednesday,2022-04-20,1569,4,170.0,156.0,0.9176470588235294,0.9444444444444444,4.944444444444445,4.91764705882353,F,29,Hispanic
2021-2022,472,3,4,2012-08-24,9.560771268403869,M,Hispanic,N,N,Y,Thursday,2022-03-17,1429,1,170.0,154.0,0.9058823529411765,0.9444444444444444,4.944444444444445,4.905882352941177,F,19,Hispanic
2021-2022,4078,2,5,2011-04-10,10.91603523686318,F,Hispanic,N,Y,Y,Thursday,2022-03-10,1447,1,170.0,134.0,0.788235294117647,0.9444444444444444,5.944444444444445,5.788235294117647,F,19,Filipino
2021-2022,3583,4,2,2013-09-25,8.65999986310465,M,Hispanic,N,Y,Y,Tuesday,2022-05-24,1441,2,170.0,149.0,0.8764705882352941,0.9444444444444444,2.9444444444444446,2.876470588235294,F,23,Hispanic
2021-2022,475,6,4,2011-10-02,10.412260347577295,F,Hispanic,N,N,Y,Tuesday,2022-03-01,1463,2,170.0,151.0,0.888235294117647,0.9444444444444444,4.944444444444445,4.8882352941176475,F,25,Hispanic
2021-2022,4079,4,5,2011-05-07,10.817470584611593,M,Hispanic,Y,Y,Y,Tuesday,2022-03-01,1476,2,170.0,145.0,0.8529411764705882,0.9444444444444444,5.944444444444445,5.852941176470588,F,7,Filipino
2021-2022,4546,1,0,2016-06-02,5.861858901962395,M,Hispanic,N,N,Y,Wednesday,2022-04-13,1442,3,170.0,116.0,0.6823529411764706,0.9444444444444444,0.9444444444444444,0.6823529411764706,F,12,Hispanic
2021-2022,478,9,4,2012-03-13,9.974195226459134,M,Hispanic,N,N,Y,Friday,2022-03-04,1540,3,170.0,140.0,0.8235294117647058,0.9444444444444444,4.944444444444445,4.823529411764706,M,22,Hispanic
2021-2022,3001,3,3,2013-08-16,8.580600559901983,F,Hispanic,N,N,Y,Wednesday,2022-03-16,1488,3,170.0,147.0,0.8647058823529412,0.9444444444444444,3.9444444444444446,3.864705882352941,F,36,Hispanic
2021-2022,3002,0,3,2012-10-07,9.533392198333983,M,Filipino,N,Y,Y,Wednesday,2022-04-20,1492,3,170.0,163.0,0.9588235294117647,0.9444444444444444,3.9444444444444446,3.958823529411765,F,18,Filipino
2021-2022,3584,6,2,2014-03-12,8.16443869483973,F,Hispanic,N,N,Y,Wednesday,2022-05-11,1524,3,170.0,151.0,0.888235294117647,0.9444444444444444,2.9444444444444446,2.888235294117647,F,11,White
2021-2022,3585,4,2,2014-03-23,8.169914508853706,F,Hispanic,N,N,Y,Tuesday,2022-05-24,1485,3,170.0,161.0,0.9470588235294117,0.9444444444444444,2.9444444444444446,2.947058823529412,F,23,Hispanic
2021-2022,3586,2,2,2014-05-03,8.060398228574167,F,Hispanic,N,N,Y,Wednesday,2022-05-25,1453,2,170.0,145.0,0.8529411764705882,0.9444444444444444,2.9444444444444446,2.8529411764705883,F,11,White
2021-2022,3587,6,3,2013-08-30,8.506677070713293,M,Hispanic,N,N,N,Thursday,2022-03-03,1468,2,170.0,169.0,0.9941176470588236,0.9444444444444444,3.9444444444444446,3.9941176470588236,F,26,Hispanic
2021-2022,489,8,5,2011-04-14,10.885918259786306,F,Hispanic,N,N,Y,Thursday,2022-03-03,1587,4,170.0,170.0,1.0,0.9444444444444444,5.944444444444445,5.999999,F,17,Hispanic
2021-2022,4375,2,1,2015-01-26,7.2280744984496605,M,White,N,N,Y,Tuesday,2022-04-19,1446,2,170.0,157.0,0.9235294117647059,0.9444444444444444,1.9444444444444444,1.923529411764706,F,12,White
2021-2022,494,0,6,2009-10-26,12.487593858874583,M,Hispanic,N,N,Y,Friday,2022-04-22,1611,4,170.0,163.0,0.9588235294117647,0.9444444444444444,6.944444444444445,6.958823529411765,F,10,White
2021-2022,3471,4,2,2014-08-23,7.751014736784465,F,Hispanic,Y,N,Y,Tuesday,2022-05-24,1618,4,170.0,138.0,0.8117647058823529,0.9444444444444444,2.9444444444444446,2.8117647058823527,F,23,White
2021-2022,497,1,5,2010-11-09,11.326721287911456,M,Hispanic,N,N,Y,Tuesday,2022-03-08,1473,2,170.0,168.0,0.9882352941176471,0.9444444444444444,5.944444444444445,5.988235294117647,F,12,White
2021-2022,498,0,4,2011-10-07,10.535466162891778,M,Hispanic,N,Y,Y,Wednesday,2022-04-20,1557,4,170.0,143.0,0.8411764705882353,0.9444444444444444,4.944444444444445,4.841176470588235,F,20,White
2021-2022,4081,7,1,2015-05-18,6.957021704757798,F,Hispanic,N,Y,Y,Monday,2022-05-02,1408,1,170.0,156.0,0.9176470588235294,0.9444444444444444,1.9444444444444444,1.9176470588235293,F,11,Hispanic
2021-2022,504,7,4,2011-02-27,11.143281518443226,M,Hispanic,N,Y,Y,Wednesday,2022-04-20,1442,1,170.0,140.0,0.8235294117647058,0.9444444444444444,4.944444444444445,4.823529411764706,F,29,Hispanic
2021-2022,4082,6,1,2015-08-07,6.754416586240648,F,Hispanic,N,N,Y,Monday,2022-05-09,1383,1,170.0,148.0,0.8705882352941177,0.9444444444444444,1.9444444444444444,1.8705882352941177,F,8,Hispanic
2021-2022,4547,9,0,2015-12-15,6.417654024381062,M,Hispanic,N,N,Y,Monday,2022-05-16,1476,4,170.0,149.0,0.8764705882352941,0.9444444444444444,0.9444444444444444,0.8764705882352941,F,13,Hispanic
2021-2022,3588,5,2,2014-04-23,8.074087763609109,M,Hispanic,N,N,Y,Friday,2022-05-20,1463,2,170.0,144.0,0.8470588235294118,0.9444444444444444,2.9444444444444446,2.847058823529412,F,4,Hispanic
2021-2022,3589,2,1,2014-10-06,7.6387605494979365,M,Hispanic,Y,N,N,Friday,2022-05-27,1428,2,170.0,165.0,0.9705882352941176,0.9444444444444444,1.9444444444444444,1.9705882352941178,F,20,White
